106,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.90,1.05,limit,10,0.10,QQQ,2005-01-01,2016-01-01
107,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.90,1.06,limit,10,0.10,QQQ,2005-01-01,2016-01-01
108,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.90,1.07,limit,10,0.10,QQQ,2005-01-01,2016-01-01
109,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.90,1.08,limit,10,0.10,QQQ,2005-01-01,2016-01-01
110,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.90,1.09,limit,10,0.10,QQQ,2005-01-01,2016-01-01
111,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.90,1.10,limit,10,0.10,QQQ,2005-01-01,2016-01-01
112,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.91,1.01,limit,10,0.10,QQQ,2005-01-01,2016-01-01
113,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.91,1.02,limit,10,0.10,QQQ,2005-01-01,2016-01-01
114,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.91,1.03,limit,10,0.10,QQQ,2005-01-01,2016-01-01
115,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.91,1.04,limit,10,0.10,QQQ,2005-01-01,2016-01-01
116,limit buy offset down; limit sell offset up,Set a limit buy at current price * buy offset; when that purchase is made; set a limit sell at purchase price * sell offset. The purchase order expires after the specified duration of trading days if not fulfilled.,0.91,1.05,limit,10,0.10,QQQ,2005-01-01,2016-01-01
